CDA,96435,11,22.44
VVD,53465,6,12.44
SP (Socialistische Partij),46042,5,10.71
Partij van de Arbeid (P.v.d.A.),45411,5,10.57
Democraten 66 (D66),45009,5,10.47
PVV (Partij voor de Vrijheid),40513,5,9.43
ChristenUnie,35953,4,8.37
Staatkundig Gereformeerde Partij (SGP),18512,2,4.31
GROENLINKS,18493,2,4.30
50PLUS,12485,1,2.91
Partij voor de Dieren,9637,1,2.24
LOKAAL OVERIJSSEL,7817,0,1.82
totaal,429772,47,100
