VVD,144376,10,17.45
CDA,142599,9,17.24
SP (Socialistische Partij),133565,9,16.14
PVV (Partij voor de Vrijheid),106042,7,12.82
Democraten 66 (D66),99912,7,12.08
Partij van de Arbeid (P.v.d.A.),66197,4,8.00
GROENLINKS,37547,3,4.54
50PLUS,35455,2,4.29
Partij voor de Dieren,26092,2,3.15
ChristenUnie-SGP,16769,1,2.03
Lokaal Brabant,15226,1,1.84
Libertarische Partij (LP),1483,0,0.18
PLATFORM VRIJE POLITIEK,836,0,0.10
StemNL,648,0,0.08
JEZUS LEEFT,593,0,0.07
totaal,827340,55,100
