VVD,29537,7,15.22
Partij van de Arbeid (P.v.d.A.),29399,7,15.15
CDA,27997,6,14.43
SP (Socialistische Partij),24404,5,12.57
PVV (Partij voor de Vrijheid),21108,5,10.88
Democraten 66 (D66),19120,4,9.85
ChristenUnie,12472,3,6.43
GROENLINKS,10037,2,5.17
50PLUS,7817,1,4.03
STERK LOKAAL,7057,1,3.64
Senioren Belang Noord,3510,0,1.81
Staatkundig Gereformeerde Partij (SGP),1624,0,0.84
totaal,194082,41,100
