VVD,21797,7,16.67
PVV (Partij voor de Vrijheid),18837,6,14.41
CDA,16733,5,12.80
SP (Socialistische Partij),14256,5,10.90
Democraten 66 (D66),13798,4,10.55
Partij van de Arbeid (P.v.d.A.),11352,3,8.68
ChristenUnie,9500,3,7.27
50PLUS,6743,2,5.16
GROENLINKS,5752,2,4.40
Partij voor de Dieren,5402,2,4.13
Staatkundig Gereformeerde Partij (SGP),5189,2,3.97
OPA,982,0,0.75
JEZUS LEEFT,403,0,0.31
totaal,130744,41,100
