CDA,89567,11,22.94
PVV (Partij voor de Vrijheid),69536,9,17.81
SP (Socialistische Partij),60650,8,15.53
VVD,45050,5,11.54
Democraten 66 (D66),36777,4,9.42
Partij van de Arbeid (P.v.d.A.),28406,4,7.27
GROENLINKS,15124,2,3.87
50PLUS,14595,1,3.74
Partij voor de Dieren,11533,1,2.95
Volkspartij Limburg,9296,1,2.38
LOKAAL-LIMBURG,8741,1,2.24
Partij voor Leefbaarheid en Democratie,1218,0,0.31
totaal,390493,47,100
